ENSGACG00000016217,RNF4 
ENSGACG00000016768,LMAN2L (2 of 2)
ENSGACG00000016771,MTFP1
ENSGACG00000016778,MED13L
ENSGACG00000016783,tbx3a
ENSGACG00000016787,tbx5a
ENSGACG00000016793,ddx54
ENSGACG00000016799,rab14l
ENSGACG00000016802,abl1
ENSGACG00000016805,exosc2
ENSGACG00000016817,KIAA1432
ENSGACG00000016822,ERMP1
ENSGACG00000016830,oaz1b
ENSGACG00000016831,UHRF2
ENSGACG00000016833,MLANA
ENSGACG00000016835,nipblb
ENSGACG00000016842,nup155
ENSGACG00000016849,ZDHHC8 (2 of 2)
ENSGACG00000016852,arvcfa
ENSGACG00000016855,BMP10 (2 of 2)
ENSGACG00000016858,SMAD4 (2 of 2)
ENSGACG00000016864,rfx3
ENSGACG00000016867,unc5c
ENSGACG00000016869,bmpr1bb
ENSGACG00000016879,pdlim5b
ENSGACG00000016885,opn4xa
ENSGACG00000016887,gdnfa
ENSGACG00000016889,WDR70
ENSGACG00000016910,FAM222A (2 of 2)
ENSGACG00000016911,gltpb
ENSGACG00000016912,git2b
ENSGACG00000016916,SGSM1 (2 of 2)
ENSGACG00000016921,srsf9
ENSGACG00000016928,PRODH
ENSGACG00000016937,GAL3ST1 (2 of 2)
ENSGACG00000016938,UQCR10
ENSGACG00000016940,zmat5
ENSGACG00000016943,cabp7b
ENSGACG00000016945,tescb
ENSGACG00000016946,m17
ENSGACG00000016947,taok3b
ENSGACG00000016949,hspb15
ENSGACG00000016950,SUSD2
ENSGACG00000016954,myo1hb
ENSGACG00000016959,svopb
ENSGACG00000016963,ssh1b
ENSGACG00000016965,coro1cb
ENSGACG00000016972,tmem119b
ENSGACG00000016973,iscub
ENSGACG00000016979,CMKLR1 (2 of 2)
ENSGACG00000016981,rnf185
ENSGACG00000016983,dgcr14
ENSGACG00000016993,dgcr2
ENSGACG00000016995,car15
ENSGACG00000017002,setd1ba
ENSGACG00000017005,rhof
ENSGACG00000017007,tmem120b
ENSGACG00000017020,morn3
ENSGACG00000017024,orai1b
ENSGACG00000017026,KDM2B (2 of 2)
ENSGACG00000017036,rnf34b
ENSGACG00000017037,LRRC75B (2 of 2)
ENSGACG00000017041,ggt1b
ENSGACG00000017048,GGT5 (2 of 2)
ENSGACG00000017053,cabp1b
ENSGACG00000017057,agpat6
ENSGACG00000017061,rab11fip1b
ENSGACG00000017068,brf2
ENSGACG00000017069,prlhr2b
ENSGACG00000017070,anxa4
ENSGACG00000017085,aak1
ENSGACG00000017088,antxr1b
ENSGACG00000017091,bmp1b
ENSGACG00000017101,kcnip3b
ENSGACG00000017108,prnpb
ENSGACG00000017111,pptc7b
ENSGACG00000017119,aplnrb
ENSGACG00000017126,nfkbil1
ENSGACG00000017132,atp6v0a2a
ENSGACG00000017144,osbp2
ENSGACG00000017148,slc35e4
ENSGACG00000017152,smtna
ENSGACG00000017154,inpp5ja
ENSGACG00000017156,mat2aa
ENSGACG00000017163,sftpba
ENSGACG00000017166,mpx
ENSGACG00000017180,lox
ENSGACG00000017186,snx24
ENSGACG00000017192,ggcx
ENSGACG00000017197,gmcl1
ENSGACG00000017208,fam136a
ENSGACG00000017209,pcyox1
ENSGACG00000017222,slc20a1b
ENSGACG00000017227,STARD7
ENSGACG00000017232,drg1
ENSGACG00000017239,KCNN2
ENSGACG00000017246,nt5c2l1
ENSGACG00000017249,sppl3
ENSGACG00000017251,GNAZ
ENSGACG00000017252,slc5a1 (1 of 2)
ENSGACG00000017262,slc5a1 (2 of 2)
ENSGACG00000017276,RNF208
ENSGACG00000017278,si:dkey-106l3.7
ENSGACG00000017281,SCARB2
ENSGACG00000017285,rai14
ENSGACG00000017290,fgf10a
ENSGACG00000017293,nnt
ENSGACG00000017305,FYB
ENSGACG00000017311,pde6b
ENSGACG00000017329,rbp4l
ENSGACG00000017340,si:ch211-243g18.2
ENSGACG00000017341,ndufa8
ENSGACG00000017344,morn5
ENSGACG00000017345,lhx6
ENSGACG00000017348,rbm18
ENSGACG00000017355,mrrf
ENSGACG00000017360,CD274
ENSGACG00000017363,plgrkt
ENSGACG00000017364,rln1
ENSGACG00000017365,jak2a
ENSGACG00000017369,rc3h2
ENSGACG00000017370,RABGAP1
ENSGACG00000017377,strbp
ENSGACG00000017388,sh2d3ca
ENSGACG00000017389,urm1
ENSGACG00000017392,cercam
ENSGACG00000017396,sardh
ENSGACG00000017404,dbh
ENSGACG00000017407,fam163b
ENSGACG00000017409,slc27a4
ENSGACG00000017420,lcn15
ENSGACG00000017422,ambp
ENSGACG00000017442,exd3
ENSGACG00000017447,nrarpb
ENSGACG00000017449,chchd10
ENSGACG00000017455,cdc37l1
ENSGACG00000017460,ak3
ENSGACG00000017474,rcl1
ENSGACG00000017484,anxa3b
ENSGACG00000017495,si:ch211-282j22.3
ENSGACG00000017499,npdc1
ENSGACG00000017503,pou5f3
ENSGACG00000017505,fut7
ENSGACG00000017507,clica
ENSGACG00000017517,pnpla7a
ENSGACG00000017525,nsmfa
ENSGACG00000017528,CAMKK2
ENSGACG00000017533,snrpd3
ENSGACG00000017534,ADORA2A (2 of 2)
ENSGACG00000017537,bcr
ENSGACG00000017543,atp2a2b
ENSGACG00000017566,pus1
ENSGACG00000017577,noc4l
ENSGACG00000017586,RIMBP2 (2 of 2)
ENSGACG00000017593,si:dkey-1d7.3
ENSGACG00000017598,si:dkey-112m2.1
ENSGACG00000017602,ube2g1b
ENSGACG00000017611,arpc3
ENSGACG00000017617,gpn3
ENSGACG00000017624,rnf170
ENSGACG00000017640,HOOK3
ENSGACG00000017647,sfswap
ENSGACG00000017659,mmp17a (1 of 2)
ENSGACG00000017660,ulk1b
ENSGACG00000017668,CCDC74B
ENSGACG00000017670,crkl
ENSGACG00000017673,mmp17a (2 of 2)
ENSGACG00000017680,stx2b (2 of 2)
ENSGACG00000017684,pgam2
ENSGACG00000017687,nefla
ENSGACG00000017695,nefma
ENSGACG00000017699,ANK1 (2 of 2)
ENSGACG00000017712,ndr1
ENSGACG00000017714,si:dkey-88l16.3
ENSGACG00000017727,CLDN23
ENSGACG00000017729,TNKS (2 of 2)
ENSGACG00000017739,dusp4
ENSGACG00000017742,si:dkey-247m21.3
ENSGACG00000017745,slc26a1
ENSGACG00000017750,paqr3b
ENSGACG00000017757,antxr2b
ENSGACG00000017774,rasgef1bb
ENSGACG00000017776,si:dkeyp-41f9.3
ENSGACG00000017780,snx18b
ENSGACG00000017783,snx30
ENSGACG00000017786,SLC46A2
ENSGACG00000017791,palm2
ENSGACG00000017805,GRIN3A
ENSGACG00000017807,EPHA5
ENSGACG00000017813,hspb11 (1 of 2)
ENSGACG00000017815,hspb11 (2 of 2)
ENSGACG00000017822,SKOR2
ENSGACG00000017824,hdhd2
ENSGACG00000017829,katnal2
ENSGACG00000017833,sigmar1
ENSGACG00000017839,galt
ENSGACG00000017859,cntfr
ENSGACG00000017864,C5orf28
ENSGACG00000017867,RAB27B (2 of 2)
ENSGACG00000017873,brcc3
ENSGACG00000017875,ftr14l (2 of 2)
ENSGACG00000017876,WDR52
ENSGACG00000017878,im:7148292
ENSGACG00000017884,kcnv2a (2 of 2)
ENSGACG00000017886,vldlr
ENSGACG00000017890,sh3bp2
ENSGACG00000017894,spp1
ENSGACG00000017899,rnf180
ENSGACG00000017902,rgs7bpb
ENSGACG00000017908,c6
ENSGACG00000017918,C7 (2 of 2)
ENSGACG00000017924,ghrb
ENSGACG00000017933,CCDC152
ENSGACG00000017938,GADD45G (2 of 3)
ENSGACG00000017943,GADD45G (3 of 3)
ENSGACG00000017948,efna5a
ENSGACG00000017952,pip5k1ba
ENSGACG00000017956,tjp2a
ENSGACG00000017970,mamdc2b
ENSGACG00000017973,slc30a5
ENSGACG00000017986,anxa1c
ENSGACG00000018010,TMC2 (2 of 2)
ENSGACG00000018012,ZFAND5 (2 of 2)
ENSGACG00000018014,ccnb1
ENSGACG00000018017,pmchl
ENSGACG00000018018,NPR2
ENSGACG00000018021,alad
ENSGACG00000018057,tmem203
ENSGACG00000018059,tprn
ENSGACG00000018061,ssna1
ENSGACG00000018063,ehmt1b
ENSGACG00000018069,cacna1bb
ENSGACG00000018073,si:ch211-196i2.2
ENSGACG00000018078,man1b1
ENSGACG00000018082,dfnb31a
ENSGACG00000018087,stxbp1a
ENSGACG00000018094,fam129ba
ENSGACG00000018095,slc31a2
ENSGACG00000018100,arrdc1b
ENSGACG00000018106,glulc
ENSGACG00000018113,MAMDC4
ENSGACG00000018117,phpt1
ENSGACG00000018118,entpd2b
ENSGACG00000018121,grin1a
ENSGACG00000018125,zgc:92275
ENSGACG00000018127,CEL (1 of 2)
ENSGACG00000018130,CEL (2 of 2)
ENSGACG00000018132,gtf3c5
ENSGACG00000018134,gfi1b
ENSGACG00000018136,tsc1b
ENSGACG00000018142,gtf3c4
ENSGACG00000018145,barhl1b
ENSGACG00000018146,stom
ENSGACG00000018150,gsna
ENSGACG00000018156,ppp2r2ab
ENSGACG00000018162,bnip3lb
ENSGACG00000018166,dpysl2b (2 of 2)
ENSGACG00000018172,adra1ab
ENSGACG00000018173,TMEM230 (2 of 2)
ENSGACG00000018174,igsf9a
ENSGACG00000018177,si:ch211-127i16.2
ENSGACG00000018179,VAV2
ENSGACG00000018180,brd3a
ENSGACG00000018182,wdr5
ENSGACG00000018189,rxraa
ENSGACG00000018192,LRRTM4 (3 of 3)
ENSGACG00000018195,si:dkey-242g16.2
ENSGACG00000018196,pla2g1b
ENSGACG00000018199,prkab1a
ENSGACG00000018201,si:ch211-269m17.1
ENSGACG00000018203,pigo
ENSGACG00000018204,stoml2 (2 of 2)
ENSGACG00000018217,UNC13B (2 of 2)
ENSGACG00000018232,lpar1
ENSGACG00000018235,musk
ENSGACG00000018236,rassf6
ENSGACG00000018237,si:busm1-57f23.1
ENSGACG00000018240,il11ra
ENSGACG00000018241,st8sia3
ENSGACG00000018248,WDR7
ENSGACG00000018257,TAF1C
ENSGACG00000018259,ccng2
ENSGACG00000018266,ccni
ENSGACG00000018269,shroom3
ENSGACG00000018280,SPIN4 (3 of 3)
ENSGACG00000018282,dnajc25
ENSGACG00000018283,zgc:113625
ENSGACG00000018284,DCC
ENSGACG00000018290,lyz
ENSGACG00000018294,mbd2
ENSGACG00000018301,SPAG16
ENSGACG00000018302,ralgps1
ENSGACG00000018304,angptl2a
ENSGACG00000018305,fbxw2
ENSGACG00000018306,crb2a
ENSGACG00000018307,dennd1a
ENSGACG00000018308,nek6
ENSGACG00000018309,psmb7
ENSGACG00000018317,nr5a1b
ENSGACG00000018323,lmx1ba
ENSGACG00000018329,mvb12ba
ENSGACG00000018335,mapkap1
ENSGACG00000018340,C9orf172 (2 of 2)
ENSGACG00000018342,KIAA1024L
ENSGACG00000018343,slc12a2
ENSGACG00000018349,slc27a6
ENSGACG00000018353,lmnb1
ENSGACG00000018363,prrc1
ENSGACG00000018369,wdr91
ENSGACG00000018371,thap1
ENSGACG00000018373,zgc:153924
ENSGACG00000018375,pam
ENSGACG00000018381,pomk
ENSGACG00000018385,C5orf30
ENSGACG00000018388,si:dkeyp-35f12.3
ENSGACG00000018394,derl2
ENSGACG00000018395,smarcb1b
ENSGACG00000018397,mmp11b
ENSGACG00000018399,PPP6C
ENSGACG00000018402,scai
ENSGACG00000018403,odf2a
ENSGACG00000018404,spna2
ENSGACG00000018423,POGK (3 of 3)
ENSGACG00000018424,dync2i1
ENSGACG00000018427,setb
ENSGACG00000018428,pkn3
ENSGACG00000018437,zdhhc12b
ENSGACG00000018441,uap1l1
ENSGACG00000018446,slc25a25b
ENSGACG00000018458,naif1
ENSGACG00000018462,dpm2
ENSGACG00000018468,pip5kl1
ENSGACG00000018470,sh3glb2b
ENSGACG00000018482,zer1
ENSGACG00000018486,TBC1D13
ENSGACG00000018492,thnsl2
ENSGACG00000018495,DQX1
ENSGACG00000018502,SPR (2 of 2)
ENSGACG00000018505,slc1a3b
ENSGACG00000018510,nadk2
ENSGACG00000018512,skp2
ENSGACG00000018515,fpgs
ENSGACG00000018517,cdk9
ENSGACG00000018520,lmo4a
ENSGACG00000018522,lrsam1
ENSGACG00000018526,ndor1
ENSGACG00000018531,ntmt1
ENSGACG00000018536,IER5L (2 of 2)
ENSGACG00000018538,ppp2r4
ENSGACG00000018549,crata
ENSGACG00000018551,PSMB10
ENSGACG00000018561,seph
ENSGACG00000018562,dcp2
ENSGACG00000018569,YTHDC2
ENSGACG00000018575,hmgcs1
ENSGACG00000018584,tln1
ENSGACG00000018599,tpm2
ENSGACG00000018619,il6st
ENSGACG00000018624,slc38a9
ENSGACG00000018632,nrg1
ENSGACG00000018635,TSHR (2 of 2)
ENSGACG00000018641,reep5
ENSGACG00000018644,CHD1
ENSGACG00000018650,syk
ENSGACG00000018654,auh
ENSGACG00000018661,ror2
ENSGACG00000018667,sptlc1
ENSGACG00000018673,megf10
ENSGACG00000003025,TRIM35 (10 of 27)
ENSGACG00000003027,rnf123
ENSGACG00000003035,amigo3
ENSGACG00000003039,TRIM35 (11 of 27)
ENSGACG00000003043,GRM7 (2 of 2)
ENSGACG00000003051,TRIM35 (12 of 27)
ENSGACG00000003054,nicn1
ENSGACG00000003057,ASTL (3 of 12)
ENSGACG00000003059,si:dkey-14d8.7
ENSGACG00000003062,dag1
ENSGACG00000003065,zgc:171566
ENSGACG00000003103,khk
ENSGACG00000003124,pltp
ENSGACG00000003177,ddx27
ENSGACG00000003203,KCNQ2
ENSGACG00000003218,ctsa
ENSGACG00000003262,snrpb
ENSGACG00000003284,zgc:109913
ENSGACG00000003290,ube2c
ENSGACG00000003310,polr2j
ENSGACG00000003311,DNTTIP1
ENSGACG00000003325,pcif1
ENSGACG00000003342,rab43
ENSGACG00000003371,si:ch211-15p9.2
ENSGACG00000003387,tsen2
ENSGACG00000003394,MKRN2OS
ENSGACG00000003396,mkrn2
ENSGACG00000003413,FAM107A
ENSGACG00000003417,pik3c2b (1 of 2)
ENSGACG00000003419,pik3c2b (2 of 2)
ENSGACG00000003421,hoxb13a (1 of 2)
ENSGACG00000003426,aldh4a1
ENSGACG00000022731,SNORA7
ENSGACG00000003488,LSM3
ENSGACG00000003495,grip2b
ENSGACG00000003513,RIMS4
ENSGACG00000003522,YWHAB (2 of 2)
ENSGACG00000003555,c1qc
ENSGACG00000003559,zgc:101000
ENSGACG00000003568,tma7
ENSGACG00000003571,ccdc51
ENSGACG00000003578,osgn1
ENSGACG00000003581,si:dkey-46l15.1
ENSGACG00000003585,TRIM35 (13 of 27)
ENSGACG00000003587,TRIM35 (14 of 27)
ENSGACG00000003594,ergic3
ENSGACG00000003603,ROMO1
ENSGACG00000003605,hesx1
ENSGACG00000003610,cyc1
ENSGACG00000003636,raly
ENSGACG00000003641,ahcy
ENSGACG00000003670,chmp4b
ENSGACG00000003680,si:dkey-33b17.3
ENSGACG00000003697,pck1
ENSGACG00000003728,pmepa1
ENSGACG00000003737,CCNDBP1
ENSGACG00000003741,tgm8
ENSGACG00000003747,tomm34
ENSGACG00000003768,flnbl
ENSGACG00000003793,slmapa
ENSGACG00000003815,dennd6aa
ENSGACG00000003834,appl1
ENSGACG00000003850,KLHL10 (2 of 5)
ENSGACG00000003866,il17rd
ENSGACG00000003871,arhgef3
ENSGACG00000003884,CCDC66
ENSGACG00000003887,ip6k1
ENSGACG00000003890,ASB14 (2 of 2)
ENSGACG00000003895,rps23
ENSGACG00000003910,ATP6AP1L (1 of 2)
ENSGACG00000003914,pde12
ENSGACG00000003924,gmppb
ENSGACG00000003930,lmcd1
ENSGACG00000003935,abhd6a
ENSGACG00000003941,rpp14
ENSGACG00000003953,pxk
ENSGACG00000003959,pdhb
ENSGACG00000003980,kctd6a
ENSGACG00000003984,stab1
ENSGACG00000004013,nisch
ENSGACG00000004030,fam203a
ENSGACG00000004042,zgc:153675
ENSGACG00000004043,rbbp5
ENSGACG00000004054,ippk
ENSGACG00000004058,ecm2
ENSGACG00000004064,aspn
ENSGACG00000004073,ogn
ENSGACG00000004077,nol8
ENSGACG00000004094,gpr37l1a
ENSGACG00000004097,atp2b4
ENSGACG00000004106,cept1b
ENSGACG00000004138,dram2b
ENSGACG00000004147,C6orf89
ENSGACG00000004151,nfs1
ENSGACG00000004202,RBM12
ENSGACG00000004205,cpne1
ENSGACG00000004239,st3gal2l
ENSGACG00000004249,SSUH2 (2 of 2)
ENSGACG00000004262,rem1
ENSGACG00000004277,pnp4a
ENSGACG00000004291,trib3
ENSGACG00000004295,atrip
ENSGACG00000004308,HES5 (1 of 9)
ENSGACG00000004312,HES5 (2 of 9)
ENSGACG00000004316,HES5 (3 of 9)
ENSGACG00000004322,HES5 (4 of 9)
ENSGACG00000004326,HES5 (5 of 9)
ENSGACG00000004327,HES5 (6 of 9)
ENSGACG00000004330,HES5 (7 of 9)
ENSGACG00000004331,pank4
ENSGACG00000004342,draxin
ENSGACG00000004352,RNF207
ENSGACG00000004366,znf259
ENSGACG00000004372,rpl22
ENSGACG00000004389,CHD5
ENSGACG00000004412,ARHGEF10L (1 of 2)
ENSGACG00000004433,igsf21a
ENSGACG00000004441,aadacl4
ENSGACG00000004448,dhrs3b
ENSGACG00000004494,LRRC38 (1 of 2)
ENSGACG00000004496,ephb2b
ENSGACG00000004509,lactbl1b
ENSGACG00000004517,alpl
ENSGACG00000004590,ece1
ENSGACG00000004607,EIF4G3
ENSGACG00000004622,hp1bp3
ENSGACG00000004630,sh2d5
ENSGACG00000004633,kif17
ENSGACG00000004645,C1orf116 (2 of 2)
ENSGACG00000004647,yod1
ENSGACG00000004651,pfkfb2b
ENSGACG00000004705,PHTF1
ENSGACG00000004736,VN1R1
ENSGACG00000004738,PLXNA2 (1 of 2)
ENSGACG00000004771,MAGI3 (1 of 2)
ENSGACG00000004791,lrig2
ENSGACG00000004797,padi2
ENSGACG00000004819,RAP1GAP (1 of 2)
ENSGACG00000004850,slc2a1b
ENSGACG00000004874,phc2b
ENSGACG00000004880,TCP11
ENSGACG00000004889,anks1ab
ENSGACG00000004899,snrpc
ENSGACG00000004904,C6orf106 (2 of 2)
ENSGACG00000004912,SPDEF (2 of 2)
ENSGACG00000004918,pacsin1b
ENSGACG00000004926,rps10
ENSGACG00000004941,nudt3a
ENSGACG00000004954,grm4 (2 of 2)
ENSGACG00000004985,IGFN1 (2 of 5)
ENSGACG00000004994,IGFN1 (3 of 5)
ENSGACG00000005003,IGFN1 (4 of 5)
ENSGACG00000005005,IGFN1 (5 of 5)
ENSGACG00000005015,SYT2 (2 of 2)
ENSGACG00000005023,mybphb
ENSGACG00000005034,NAV1 (1 of 2)
ENSGACG00000005056,csrp1b
ENSGACG00000005095,tnni1b
ENSGACG00000005105,TNNT2 (1 of 2)
ENSGACG00000005123,pkp1b
ENSGACG00000005132,SMPD2
ENSGACG00000005144,tead3b
ENSGACG00000005153,tulp1b
ENSGACG00000005174,ADORA3
ENSGACG00000005189,rplp2
ENSGACG00000005218,KCNA10 (1 of 2)
ENSGACG00000005222,KCNA2 (1 of 2)
ENSGACG00000005230,KCNA3
ENSGACG00000005234,ngf
ENSGACG00000005236,tspan2
ENSGACG00000005247,slc25a22
ENSGACG00000005276,tshb
ENSGACG00000005284,slc5a8l
ENSGACG00000005334,si:ch211-105j21.9
ENSGACG00000005335,sycp1
ENSGACG00000005350,SLC16A1 (1 of 2)
ENSGACG00000005373,si:dkey-238f9.1
ENSGACG00000005376,ppm1j
ENSGACG00000005413,RHOC (1 of 2)
ENSGACG00000005448,mov10a
ENSGACG00000005459,capza1a
ENSGACG00000005473,ncoa5
ENSGACG00000005480,SLC12A5 (2 of 2)
ENSGACG00000005505,si:ch211-81n22.1
ENSGACG00000005512,cyp24a1
ENSGACG00000005545,MANBAL
ENSGACG00000005548,SRC (1 of 2)
ENSGACG00000005560,apcdd1l
ENSGACG00000005571,vapb
ENSGACG00000005608,rab22a
ENSGACG00000005643,PPP4R1
ENSGACG00000005676,bcdin3d
ENSGACG00000005678,cers5
ENSGACG00000005724,gpd1b
ENSGACG00000005758,smarcd1
ENSGACG00000005765,ASIC1 (2 of 2)
ENSGACG00000005769,CELA1 (1 of 2)
ENSGACG00000005785,CELA1 (2 of 2)
ENSGACG00000005817,GLS2 (2 of 2)
ENSGACG00000005847,rdh5
ENSGACG00000005870,bloc1s1
ENSGACG00000005875,itcha
ENSGACG00000005891,PXMP4
ENSGACG00000005904,tgm5l
ENSGACG00000005912,eya2
ENSGACG00000005926,rtfdc1
ENSGACG00000005941,gcnt7
ENSGACG00000005944,tfap2c
ENSGACG00000005966,CDH22
ENSGACG00000006038,ZNFX1
ENSGACG00000006050,tbc1d20
ENSGACG00000006056,rbck1
ENSGACG00000006069,NECAB3 (1 of 2)
ENSGACG00000006075,cbfa2t2
ENSGACG00000006083,SNTA1
ENSGACG00000006088,KLRD1 (1 of 2)
ENSGACG00000006093,st7l
ENSGACG00000006111,wnt2ba
ENSGACG00000006115,CTTNBP2NL (1 of 2)
ENSGACG00000006124,KCND3 (2 of 2)
ENSGACG00000006147,FAM212B
ENSGACG00000006153,rap1ab
ENSGACG00000006187,timm17a
ENSGACG00000006223,LMOD1
ENSGACG00000006225,shisa4
ENSGACG00000006233,ipo9
ENSGACG00000006249,gnas
ENSGACG00000006306,tubb1
ENSGACG00000006335,slmo2
ENSGACG00000006354,aurka
ENSGACG00000006379,slc32a1
ENSGACG00000006383,ARHGAP40
ENSGACG00000006396,PPP1R16B
ENSGACG00000006399,fam210b
ENSGACG00000006403,NDUFA4L2 (2 of 2)
ENSGACG00000006410,shmt2
ENSGACG00000006437,NXPH4 (2 of 3)
ENSGACG00000006441,NXPH4 (3 of 3)
ENSGACG00000006442,R3HDM2
ENSGACG00000006454,INHBE
ENSGACG00000006458,gli1
ENSGACG00000006466,ARHGAP9
ENSGACG00000006474,mars
ENSGACG00000006480,ddit3
ENSGACG00000006484,dctn2
ENSGACG00000006532,KIF5A (2 of 2)
ENSGACG00000006601,soat2
ENSGACG00000006633,igsf8
ENSGACG00000006641,sp7
ENSGACG00000006645,tarbp2
ENSGACG00000006657,tespa1
ENSGACG00000006667,sp1
ENSGACG00000006672,AMHR2
ENSGACG00000006732,MAP3K12 (2 of 2)
ENSGACG00000006741,C12orf10
ENSGACG00000006819,col2a1b
ENSGACG00000006854,NCKAP1L
ENSGACG00000006946,PDE1B
ENSGACG00000006983,ITGA7
ENSGACG00000006994,si:dkey-42i9.8
ENSGACG00000006997,alas1 (1 of 2)
ENSGACG00000007015,poc1a
ENSGACG00000007022,b9d2
ENSGACG00000007023,dusp7 (1 of 2)
ENSGACG00000007041,RPL29
ENSGACG00000007055,iars
ENSGACG00000007138,atp2b2
ENSGACG00000007204,SLC6A11
ENSGACG00000007265,slc6a1b
ENSGACG00000007333,hrh1
ENSGACG00000007339,ATG7
ENSGACG00000007347,vgll4b
ENSGACG00000007353,tamm41
ENSGACG00000007358,SYN2 (2 of 2)
ENSGACG00000007365,TIMP4
ENSGACG00000007391,si:ch73-129a22.11
ENSGACG00000007405,ppcs
ENSGACG00000007417,utp3
ENSGACG00000007430,FAM83E
ENSGACG00000007437,EMP3 (2 of 2)
ENSGACG00000007442,A3GALT2 (1 of 2)
ENSGACG00000007453,znf362a
ENSGACG00000007462,trim62
ENSGACG00000007465,tnfrsf1b
ENSGACG00000007471,MIIP
ENSGACG00000007481,MMEL1
ENSGACG00000007519,fam213b
ENSGACG00000007531,slc45a1
ENSGACG00000007539,CCDC114
ENSGACG00000007555,tas1r3
ENSGACG00000007583,errfi1
ENSGACG00000007585,cpne5
ENSGACG00000007609,KIF21B
ENSGACG00000007658,lhfpl5a
ENSGACG00000007667,srpk1b
ENSGACG00000007676,MAPK14 (1 of 2)
ENSGACG00000007716,b3galt6
ENSGACG00000007720,DNAJC16 (2 of 2)
ENSGACG00000007730,cda
ENSGACG00000007772,CAMK2N1
ENSGACG00000007778,ddx19
ENSGACG00000007848,PUSL1
ENSGACG00000007862,acap3b
ENSGACG00000007882,ube2j2
ENSGACG00000007904,HIPK1 (1 of 2)
ENSGACG00000007914,CAMTA1 (1 of 2)
ENSGACG00000007927,DNAJC11 (1 of 2)
ENSGACG00000007946,PHF13
ENSGACG00000007949,slc48a1b
ENSGACG00000007963,twist3
ENSGACG00000007965,HDAC7
ENSGACG00000007975,vdrb
ENSGACG00000007995,tenc1b
ENSGACG00000008010,eif4bb
ENSGACG00000008085,zgc:158846
ENSGACG00000008104,krt4
ENSGACG00000008115,tgm2b
ENSGACG00000008135,quo
ENSGACG00000008148,dlgap4b
ENSGACG00000008156,TGIF2
ENSGACG00000008160,myl9b
ENSGACG00000008176,zgc:123305
ENSGACG00000008188,trim107
ENSGACG00000008190,tpra1
ENSGACG00000008196,chchd6b
ENSGACG00000008199,PLXNA1 (2 of 2)
ENSGACG00000008215,racgap1
ENSGACG00000008234,KIAA1024
ENSGACG00000008237,EVC
ENSGACG00000008268,EVC2
ENSGACG00000008291,MSX2
ENSGACG00000008312,STX18
ENSGACG00000008392,aggf1
ENSGACG00000008407,tacc1
ENSGACG00000008420,loxl2a
ENSGACG00000008447,r3hcc1
ENSGACG00000008456,golga7
ENSGACG00000008496,rplp0 (1 of 2)
ENSGACG00000022018,SNORA63
ENSGACG00000021031,SNORA63
ENSGACG00000008580,rplp0 (2 of 2)
ENSGACG00000021909,SNORA63
ENSGACG00000021908,SNORA63
ENSGACG00000008585,pxna
ENSGACG00000008592,MYL2 (1 of 2)
ENSGACG00000008628,CIT (1 of 2)
ENSGACG00000008650,crybb3
ENSGACG00000008653,tnks1bp1 (1 of 2)
ENSGACG00000008661,tnks1bp1 (2 of 2)
ENSGACG00000008668,UNC119B (1 of 2)
ENSGACG00000008674,MSI1 (1 of 2)
ENSGACG00000008683,DNAI1
ENSGACG00000008695,fam219aa
ENSGACG00000008713,zgc:109965
ENSGACG00000008748,si:dkey-228b2.5
ENSGACG00000008752,celf4
ENSGACG00000008763,zgc:162344
ENSGACG00000008765,tpgs2
ENSGACG00000008771,aqp7
ENSGACG00000008794,zgc:64106
ENSGACG00000008815,nop56
ENSGACG00000022734,SNORA26
ENSGACG00000022710,SNORD57
ENSGACG00000022610,SNORA42
ENSGACG00000008841,ubap2
ENSGACG00000008854,dcaf12
ENSGACG00000008874,ubap1
ENSGACG00000008881,ube2r2
ENSGACG00000008885,nudt2
ENSGACG00000008894,rfesd
ENSGACG00000008899,RHOBTB3
ENSGACG00000008905,glrx
ENSGACG00000008906,ell2
ENSGACG00000008926,pcsk1
ENSGACG00000008930,cast
ENSGACG00000008945,cd8a
ENSGACG00000008960,si:dkey-184p9.9
ENSGACG00000008967,si:dkeyp-87a6.1
ENSGACG00000009018,ZMAT1
ENSGACG00000009021,gnrh2
ENSGACG00000009034,ptpra
ENSGACG00000009049,idh3b
ENSGACG00000009111,WDR1
ENSGACG00000009129,SLC2A9
ENSGACG00000009142,DRD5 (1 of 2)
ENSGACG00000009148,OTOP1
ENSGACG00000009155,TMEM128
ENSGACG00000009164,LYAR
ENSGACG00000009172,ZBTB49
ENSGACG00000009183,SYNPR (2 of 2)
ENSGACG00000009218,thoc7
ENSGACG00000009237,ATXN7
ENSGACG00000009250,psmd6
ENSGACG00000009268,slc2a9l1 (1 of 2)
ENSGACG00000009292,slc2a9l1 (2 of 2)
ENSGACG00000009306,prickle2
ENSGACG00000009317,adamts9
ENSGACG00000009341,MAGI1 (2 of 2)
ENSGACG00000009348,slc25a26
ENSGACG00000009360,lrig1
ENSGACG00000009376,kbtbd8
ENSGACG00000009387,suclg2
ENSGACG00000009393,fam19a1
ENSGACG00000009400,eogt
ENSGACG00000009434,tmf1
ENSGACG00000009440,uba3
ENSGACG00000009496,FGD5 (2 of 2)
ENSGACG00000009511,prkcdb
ENSGACG00000009541,sfmbt1
ENSGACG00000009563,tmem110
